# area_id	droop	damping	inertia
1.0	33.333333333333336	2.5	33.116050292435006
1.0	33.333333333333336	2.75	30.861200408360983
1.0	33.333333333333336	3.0	28.676686801935286
1.0	33.333333333333336	3.25	26.562509473157924
1.0	33.333333333333336	3.5	24.51866842202889
1.0	33.333333333333336	3.75	22.545163648548193
1.0	33.333333333333336	4.0	20.641995152715825
1.0	33.333333333333336	4.25	18.80916293453179
1.0	33.333333333333336	4.5	17.046666993996084
1.0	33.333333333333336	4.75	15.354507331108714
1.0	33.333333333333336	5.0	13.73268394586967
1.0	33.333333333333336	5.25	12.181196838278964
1.0	33.333333333333336	5.5	10.700046008336582
1.0	33.333333333333336	5.75	9.28923145604254
1.0	33.333333333333336	6.0	7.948753181396825
1.0	33.333333333333336	6.25	7.0
1.0	33.333333333333336	6.5	7.0
1.0	33.333333333333336	6.75	7.0
1.0	33.333333333333336	7.0	7.0
1.0	33.333333333333336	7.25	7.0
1.0	33.333333333333336	7.5	7.0
1.0	33.333333333333336	7.75	7.0
1.0	33.333333333333336	8.0	7.0
1.0	33.333333333333336	8.25	7.0
1.0	33.333333333333336	8.5	7.0
1.0	33.333333333333336	8.75	7.0
1.0	33.333333333333336	9.0	7.0
1.0	33.333333333333336	9.25	7.0
1.0	33.333333333333336	9.5	7.0
1.0	33.333333333333336	9.75	7.0
1.0	33.333333333333336	10.0	7.0
1.0	33.333333333333336	10.25	7.0
1.0	33.333333333333336	10.5	7.0
1.0	33.333333333333336	10.75	7.0
1.0	33.333333333333336	11.0	7.0
1.0	33.333333333333336	11.25	7.0
1.0	33.333333333333336	11.5	7.0
1.0	33.333333333333336	11.75	7.0
1.0	33.333333333333336	12.0	7.0
1.0	33.333333333333336	12.0	19.456681024873326
1.0	33.333333333333336	11.75	19.398738573490228
1.0	33.333333333333336	11.5	19.34072201029177
1.0	33.333333333333336	11.25	19.282630714512194
1.0	33.333333333333336	11.0	19.224464056671074
1.0	33.333333333333336	10.75	19.166221398401085
1.0	33.333333333333336	10.5	19.107902092271345
1.0	33.333333333333336	10.25	19.04950548160624
1.0	33.333333333333336	10.0	18.991030900299528
1.0	33.333333333333336	9.75	18.932477672623655
1.0	33.333333333333336	9.5	18.873845113034065
1.0	33.333333333333336	9.25	18.815132525968348
1.0	33.333333333333336	9.0	18.756339205640096
1.0	33.333333333333336	8.75	18.697464435827246
1.0	33.333333333333336	8.5	18.638507489654813
1.0	33.333333333333336	8.25	18.5794676293717
1.0	33.333333333333336	8.0	18.520344106121485
1.0	33.333333333333336	7.75	18.461136159707003
1.0	33.333333333333336	7.5	18.4018430183484
1.0	33.333333333333336	7.25	18.342463898434588
1.0	33.333333333333336	7.0	18.282998004267704
1.0	33.333333333333336	6.75	18.22344452780053
1.0	33.333333333333336	6.5	18.163802648366463
1.0	33.333333333333336	6.25	18.104071532401882
1.0	33.333333333333336	6.0	18.04425033316058
1.0	33.333333333333336	5.75	17.98433819042006
1.0	33.333333333333336	5.5	17.924334230179312
1.0	33.333333333333336	5.25	17.86423756434786
1.0	33.333333333333336	5.0	17.80404729042571
1.0	33.333333333333336	4.75	17.743762491173893
1.0	33.333333333333336	4.5	17.683382234275243
1.0	33.333333333333336	4.25	17.62290557198512
1.0	33.333333333333336	4.0	17.56233154077159
1.0	33.333333333333336	3.75	17.501659160944804
1.0	33.333333333333336	3.5	17.440887436275084
1.0	33.333333333333336	3.25	17.380015353599326
1.0	33.333333333333336	3.0	17.31904188241529
1.0	33.333333333333336	2.75	17.257965974463303
1.0	33.333333333333336	2.5	17.196786563294864
2.0	33.333333333333336	2.5	4.0
2.0	33.333333333333336	2.75	4.0
2.0	33.333333333333336	3.0	4.0
2.0	33.333333333333336	3.25	4.0
2.0	33.333333333333336	3.5	4.0
2.0	33.333333333333336	3.75	4.0
2.0	33.333333333333336	4.0	4.0
2.0	33.333333333333336	4.25	4.0
2.0	33.333333333333336	4.5	4.0
2.0	33.333333333333336	4.75	4.0
2.0	33.333333333333336	5.0	4.0
2.0	33.333333333333336	5.25	4.0
2.0	33.333333333333336	5.5	4.0
2.0	33.333333333333336	5.75	4.0
2.0	33.333333333333336	6.0	4.0
2.0	33.333333333333336	6.25	4.0
2.0	33.333333333333336	6.5	4.0
2.0	33.333333333333336	6.75	4.0
2.0	33.333333333333336	7.0	4.0
2.0	33.333333333333336	7.25	4.0
2.0	33.333333333333336	7.5	4.0
2.0	33.333333333333336	7.75	4.0
2.0	33.333333333333336	8.0	4.0
2.0	33.333333333333336	8.25	4.0
2.0	33.333333333333336	8.5	4.0
2.0	33.333333333333336	8.75	4.0
2.0	33.333333333333336	9.0	4.0
2.0	33.333333333333336	9.25	4.0
2.0	33.333333333333336	9.5	4.0
2.0	33.333333333333336	9.75	4.0
2.0	33.333333333333336	10.0	4.0
2.0	33.333333333333336	10.25	4.0
2.0	33.333333333333336	10.5	4.0
2.0	33.333333333333336	10.75	4.0
2.0	33.333333333333336	11.0	4.0
2.0	33.333333333333336	11.25	4.0
2.0	33.333333333333336	11.5	4.0
2.0	33.333333333333336	11.75	4.0
2.0	33.333333333333336	12.0	4.0
2.0	33.333333333333336	12.0	19.456681024873326
2.0	33.333333333333336	11.75	19.398738573490228
2.0	33.333333333333336	11.5	19.34072201029177
2.0	33.333333333333336	11.25	19.282630714512194
2.0	33.333333333333336	11.0	19.224464056671074
2.0	33.333333333333336	10.75	19.166221398401085
2.0	33.333333333333336	10.5	19.107902092271345
2.0	33.333333333333336	10.25	19.04950548160624
2.0	33.333333333333336	10.0	18.991030900299528
2.0	33.333333333333336	9.75	18.932477672623655
2.0	33.333333333333336	9.5	18.873845113034065
2.0	33.333333333333336	9.25	18.815132525968348
2.0	33.333333333333336	9.0	18.756339205640096
2.0	33.333333333333336	8.75	18.697464435827246
2.0	33.333333333333336	8.5	18.638507489654813
2.0	33.333333333333336	8.25	18.5794676293717
2.0	33.333333333333336	8.0	18.520344106121485
2.0	33.333333333333336	7.75	18.461136159707003
2.0	33.333333333333336	7.5	18.4018430183484
2.0	33.333333333333336	7.25	18.342463898434588
2.0	33.333333333333336	7.0	18.282998004267704
2.0	33.333333333333336	6.75	18.22344452780053
2.0	33.333333333333336	6.5	18.163802648366463
2.0	33.333333333333336	6.25	18.104071532401882
2.0	33.333333333333336	6.0	18.04425033316058
2.0	33.333333333333336	5.75	17.98433819042006
2.0	33.333333333333336	5.5	17.924334230179312
2.0	33.333333333333336	5.25	17.86423756434786
2.0	33.333333333333336	5.0	17.80404729042571
2.0	33.333333333333336	4.75	17.743762491173893
2.0	33.333333333333336	4.5	17.683382234275243
2.0	33.333333333333336	4.25	17.62290557198512
2.0	33.333333333333336	4.0	17.56233154077159
2.0	33.333333333333336	3.75	17.501659160944804
2.0	33.333333333333336	3.5	17.440887436275084
2.0	33.333333333333336	3.25	17.380015353599326
2.0	33.333333333333336	3.0	17.31904188241529
2.0	33.333333333333336	2.75	17.257965974463303
2.0	33.333333333333336	2.5	17.196786563294864
